day,0,1,2,3,4,5,6
20130129,10,10,0,6,8,6,8
20130130,0,0,3,8,3,6,8
20130131,0,12,16,12,8,16,16
20130201,6,3,6,3,4,8,0
20130204,0,3,2,2,2,3,0
20130205,0,9,6,3,10,8,0
20130206,6,6,3,8,7,0,0
20130207,10,6,9,10,0,9,4
20130208,6,4,11,0,11,4,6
20130211,4,8,4,8,6,6,8
20130212,0,3,2,2,2,5,0
20130213,4,2,4,6,8,2,2
20130214,0,3,6,3,2,2,2
20130215,0,7,0,2,2,3,0
20130219,0,4,6,6,0,8,8
20130220,3,8,8,0,7,12,0
20130221,4,4,6,4,6,4,4
20130222,0,12,7,0,8,8,3
20130225,8,8,0,6,6,4,0
20130226,0,4,6,6,0,8,8
20130227,3,8,8,0,7,12,0
20130228,4,4,6,4,6,4,4
20130301,0,6,3,0,3,6,0
20130304,4,4,6,4,6,4,4
20130305,0,12,7,0,8,8,3
20130306,8,8,0,6,6,4,0
20130307,9,4,10,10,4,9,12
20130308,4,12,12,0,10,12,10
20130311,12,9,0,8,9,8,6
20130312,0,0,5,0,2,3,0
20130313,6,6,6,6,4,8,8
20130314,0,12,6,0,6,6,6
20130315,12,12,0,6,6,6,6
20130318,0,0,0,0,0,0,0
20130319,0,0,0,0,0,0,0
20130320,3,3,3,3,0,12,0
20130321,8,8,8,4,12,4,12
20130322,9,9,8,6,8,6,6
20130325,0,8,3,10,3,0,8
20130326,6,6,10,6,0,16,0
20130327,2,2,2,3,6,3,0
20130328,1,1,2,3,2,1,0
20130401,0,1,1,2,1,1,0
20130402,0,5,6,4,4,4,3
20130403,0,15,6,9,12,0,0
20130404,15,8,15,18,8,0,18
20130405,8,9,12,9,4,16,10
20130408,9,10,10,4,14,7,12
20130409,8,8,4,6,6,6,6
20130410,0,8,0,14,0,6,0
20130411,6,0,12,0,6,0,0
20130412,3,6,3,6,0,10,0
20130415,2,2,2,3,4,3,0
20130416,2,2,8,6,4,2,4
20130417,0,5,2,2,2,3,0
20130418,0,6,4,4,0,5,5
20130419,7,12,7,0,8,8,8
20130422,12,12,0,6,6,6,6
20130423,0,0,0,0,9,0,9
20130424,0,4,4,15,4,12,15
20130425,4,9,12,9,8,10,16
20130426,12,4,12,4,8,8,8
20130429,0,12,0,3,3,3,3
20130430,0,0,0,0,9,0,9
20130501,0,0,0,12,0,12,0
20130502,6,6,8,6,8,9,9
20130503,8,4,8,4,5,8,5
20130506,0,10,0,6,3,6,3
20130507,0,0,4,0,4,0,0
20130508,6,8,6,8,0,10,10
20130509,4,6,4,0,4,8,0
20130510,4,4,6,4,6,4,4
20130513,0,12,6,0,6,6,6
20130514,7,7,0,4,4,6,0
20130515,0,3,2,2,0,7,0
20130516,8,8,8,4,12,4,12
20130517,8,8,4,6,6,6,6
20130520,0,4,0,10,0,3,3
20130521,3,0,10,0,3,4,0
20130522,6,6,6,6,4,8,8
20130523,0,8,4,0,4,6,4
20130524,10,10,0,8,6,8,6
20130528,0,0,4,0,4,0,0
20130529,6,8,6,8,0,10,10
20130530,10,12,10,0,12,12,4
20130531,8,8,0,6,6,4,0
20130603,0,6,4,4,0,7,7
20130604,6,6,6,0,6,12,0
20130605,3,3,3,3,4,4,0
20130606,0,2,1,2,3,2,0
20130607,2,2,8,6,4,2,4
20130610,0,5,2,2,2,3,0
20130611,0,6,6,6,0,6,6
20130612,4,8,6,0,5,9,0
20130613,12,9,4,8,9,8,4
20130614,0,3,2,0,5,0,0
20130617,6,6,6,6,0,8,8
20130618,5,8,5,0,5,8,5
20130619,5,5,0,4,4,6,0
20130620,0,6,3,4,3,5,5
20130621,12,4,12,4,8,8,8
20130624,0,7,0,2,2,3,0
20130625,0,4,6,6,0,8,8
20130626,4,12,12,0,10,12,10
20130627,8,8,0,6,6,6,6
20130628,0,0,9,0,3,3,3
20130701,0,24,0,8,8,8,0
20130702,22,0,8,8,18,0,12
20130703,0,0,0,12,0,12,0
20130705,3,3,6,3,6,9,0
20130708,4,2,4,6,8,2,2
20130709,0,3,6,3,2,2,2
20130710,0,7,0,2,2,3,0
20130711,0,4,3,8,0,9,6
20130712,3,3,10,0,8,8,0
20130715,6,5,6,5,4,6,6
20130716,0,12,6,0,6,6,6
20130717,7,7,0,4,4,6,0
20130718,0,6,4,4,0,7,7
20130719,6,6,6,0,6,12,0
20130722,4,4,6,4,6,4,4
20130723,0,6,3,0,3,6,0
20130724,12,12,4,10,12,10,0
20130725,6,3,4,3,6,0,0
20130726,6,6,6,6,0,8,8
20130729,7,12,7,0,8,8,8
20130730,10,10,0,6,8,6,8
20130731,0,0,0,6,0,6,0
20130801,6,6,8,6,8,9,9
20130802,12,4,12,4,8,8,8
20130805,0,12,0,3,3,3,3
20130806,0,0,0,0,0,0,0
20130807,6,6,6,6,0,12,12
20130808,6,6,6,0,6,12,0
20130809,3,3,3,3,4,4,0
20130812,0,9,6,3,10,8,0
20130813,15,15,8,18,20,0,0
20130814,15,8,15,18,8,0,18
20130815,6,6,10,6,0,16,0
20130816,4,4,4,6,12,3,3
20130819,3,3,12,6,4,4,4
20130820,0,7,0,2,2,3,0
20130821,0,6,4,4,0,7,7
20130822,8,8,8,0,7,12,7
20130823,5,5,0,4,4,6,0
20130826,0,4,5,6,3,6,6
20130827,3,6,8,3,5,9,0
20130828,0,4,4,3,3,3,3
20130829,0,8,4,0,4,6,4
20130830,5,5,0,4,4,6,0
20130903,0,4,5,6,3,6,6
20130904,8,11,15,4,14,12,4
20130905,0,8,0,4,4,0,0
20130906,6,6,6,6,0,8,8
20130909,12,14,14,0,14,14,12
20130910,7,7,0,4,4,6,0
20130911,0,3,2,2,0,7,0
20130912,8,8,8,4,12,4,12
20130913,8,8,4,6,6,6,6
20130916,0,3,0,6,0,3,0
20130917,6,4,11,4,4,11,4
20130918,8,12,8,4,16,4,4
20130919,0,12,0,12,9,0,9
20130920,9,0,9,12,0,12,0
20130923,4,4,16,4,8,12,8
20130924,3,7,3,3,6,4,0
20130925,0,4,2,3,0,5,0
20130926,5,8,5,4,8,4,8
20130927,5,5,3,4,3,6,0
20130930,0,4,2,3,0,5,0
20131001,8,9,8,4,12,9,4
20131002,9,8,4,12,9,4,8
20131003,0,3,4,5,0,6,0
20131004,6,6,5,6,9,5,5
20131007,3,3,12,6,4,4,4
20131008,0,7,0,2,2,3,0
20131009,0,4,6,6,0,8,8
20131010,4,12,12,0,10,12,10
20131011,8,8,0,6,6,6,6
20131014,0,0,9,0,3,3,3
20131015,0,11,4,6,6,4,11
20131016,0,3,2,2,0,7,0
20131017,8,8,8,4,12,4,12
20131018,16,10,8,9,12,9,4
20131021,15,12,4,15,4,4,0
20131022,9,0,9,0,0,0,0
20131023,6,6,6,6,0,12,12
20131024,12,12,12,0,12,12,12
20131025,7,7,0,4,4,6,0
20131028,0,6,4,4,0,7,7
20131029,6,6,6,0,6,12,0
20131030,4,4,6,4,6,4,4
20131031,0,8,4,0,4,6,4
20131101,5,5,0,4,4,6,0
20131104,0,4,6,3,3,7,3
20131105,3,7,3,3,6,4,0
20131106,0,4,2,3,0,5,0
20131107,2,2,2,3,4,3,0
20131108,2,2,8,6,4,2,4
20131111,0,6,3,4,4,3,4
20131112,8,4,12,9,4,8,9
20131113,4,15,12,0,14,12,9
20131114,15,12,0,14,12,9,4
20131115,0,0,4,0,4,0,0
20131118,3,6,3,6,0,10,0
20131119,5,8,5,4,8,4,8
20131120,5,5,3,4,3,6,0
20131121,0,6,3,7,0,7,3
20131122,6,6,8,4,8,4,8
20131125,6,12,4,10,8,10,4
20131126,14,8,12,8,14,4,4
20131127,12,22,0,18,8,8,0
20131129,20,0,8,15,15,0,18
20131202,0,0,9,9,0,18,0
20131203,6,6,6,6,12,6,6
20131204,2,2,6,4,2,4,0
20131205,0,4,4,3,3,3,3
20131206,0,6,3,0,3,6,0
20131209,4,4,6,4,6,4,4
20131210,0,6,3,0,3,6,0
20131211,3,3,3,3,4,4,0
20131212,0,4,2,4,6,2,2
20131213,2,2,6,4,2,4,0
20131216,0,6,3,4,3,4,4
20131217,0,3,4,0,4,3,0
20131218,4,4,3,4,3,6,0
20131219,0,2,1,2,3,2,0
20131220,5,5,9,6,6,5,6
20131223,0,15,6,9,12,0,0
20131224,10,6,6,10,0,0,0
20131226,6,3,6,3,0,10,0
20131227,2,2,2,3,6,3,0
20131230,1,1,2,3,2,1,0
20131231,0,10,6,6,8,6,0
20140102,5,6,4,6,5,0,0
20140103,4,4,4,4,0,6,0
20140106,5,8,5,4,8,4,8
20140107,8,8,4,6,6,6,6
20140108,0,4,0,10,0,3,3
20140109,3,0,10,0,3,4,0
20140110,6,6,6,6,4,8,8
20140113,0,12,6,0,6,6,6
20140114,18,13,0,9,9,9,4
20140115,0,0,0,0,0,0,0
20140116,0,0,0,0,0,0,0
20140117,3,3,3,3,0,12,0
20140121,8,8,8,4,12,4,12
20140122,8,8,4,6,6,6,6
20140123,0,4,0,10,0,3,3
20140124,3,0,10,0,3,4,0
20140127,6,6,6,6,4,8,8
20140128,0,6,3,0,3,6,0
20140129,4,4,6,4,6,4,4
20140130,0,12,6,0,6,6,6
20140131,12,12,0,6,6,6,6
20140203,0,0,0,0,0,0,0
20140204,0,0,0,0,0,0,0
20140205,0,0,0,12,12,0,24
20140206,0,0,9,9,0,18,0
20140207,4,10,10,9,12,7,14
20140210,14,7,12,9,10,10,4
20140211,0,12,0,10,10,0,8
20140212,8,0,10,10,0,12,0
20140213,6,6,6,6,12,6,6
20140214,2,2,6,4,2,4,0
20140218,0,4,4,3,3,3,3
20140219,0,6,3,0,3,6,0
20140220,4,4,6,4,6,4,4
20140221,0,12,6,0,6,6,6
20140224,12,12,0,6,6,6,6
20140225,0,0,0,0,0,0,0
20140226,6,6,6,6,0,12,12
20140227,12,12,16,0,16,16,8
20140228,8,8,0,6,6,4,0
20140303,0,4,6,6,0,8,8
20140304,8,16,16,0,16,12,12
20140305,7,7,0,4,4,6,0
20140306,0,3,2,2,0,7,0
20140307,4,4,4,6,12,3,3
20140310,3,3,12,6,4,4,4
20140311,0,12,0,3,3,3,3
20140312,0,0,0,0,0,0,0
20140313,3,3,3,3,0,12,0
20140314,2,2,2,3,6,3,0
20140317,2,2,8,6,4,2,4
20140318,0,9,6,3,6,3,3
20140319,0,8,3,10,3,0,8
20140320,6,6,10,6,0,16,0
20140321,9,10,10,4,14,7,12
20140324,9,9,8,6,8,6,6
20140325,0,12,0,12,9,0,9
20140326,9,0,9,12,0,12,0
20140327,6,6,8,6,8,9,9
20140328,12,4,12,4,8,8,8
20140331,0,12,0,3,3,3,3
20140401,0,0,0,0,0,0,0
20140402,0,0,8,8,8,0,24
20140403,0,6,6,6,0,18,0
20140404,2,2,2,3,6,3,0
20140407,1,1,2,3,2,1,0
20140408,0,2,4,4,2,2,2
20140409,0,16,6,6,10,6,0
20140410,8,6,3,8,3,0,0
20140411,8,6,8,6,0,10,10
20140414,12,12,12,0,12,12,12
20140415,7,7,0,4,4,6,0
20140416,0,4,6,6,0,8,8
20140417,8,15,18,0,18,15,8
20140421,18,20,0,15,15,8,0
20140422,9,0,3,3,3,0,0
20140423,3,3,3,3,0,12,0
20140424,9,9,9,4,18,13,0
20140425,6,6,3,8,7,0,0
20140428,8,6,12,9,0,8,9
20140429,4,8,6,0,5,9,0
20140430,3,3,3,3,4,4,0
20140501,0,8,4,3,6,3,6
20140502,8,8,4,6,6,6,6
20140505,0,8,0,14,0,6,0
20140506,6,0,12,0,6,0,0
20140507,6,8,6,8,0,10,10
20140508,4,6,4,0,4,8,0
20140509,6,6,4,5,6,5,6
20140512,0,8,10,0,12,6,0
20140513,8,15,0,20,18,0,15
20140514,12,4,12,12,4,12,8
20140515,3,4,4,3,8,6,0
20140516,5,5,9,6,6,5,6
20140519,0,12,3,9,9,0,3
20140520,8,3,6,9,0,4,0
20140521,6,6,6,6,4,8,8
20140522,8,4,8,4,5,8,5
20140523,0,10,0,6,3,6,3
20140527,0,0,9,0,9,0,0
20140528,0,9,0,9,0,0,0
20140529,8,6,8,6,0,10,10
20140530,6,6,6,0,6,12,0
20140602,3,3,3,3,4,4,0
20140603,0,8,4,3,6,3,6
20140604,8,8,4,6,6,6,6
20140605,0,4,3,7,3,3,6
20140606,3,6,6,6,3,12,0
20140609,8,3,8,6,8,3,8
20140610,0,6,3,4,4,3,4
20140611,0,3,4,5,0,6,0
20140612,4,4,4,3,6,5,0
20140613,1,1,4,4,4,1,1
20140616,0,3,6,3,2,2,2
20140617,0,8,0,4,4,3,5
20140618,11,0,9,14,4,12,8
20140619,0,9,14,4,12,8,11
20140620,4,4,3,4,3,6,0
20140623,0,4,2,4,6,2,2
20140624,2,2,6,4,2,4,0
20140625,0,6,3,4,3,4,4
20140626,11,8,12,4,14,9,0
20140627,12,21,0,21,12,0,0
20140630,24,0,12,12,16,0,16
20140701,0,4,4,15,4,12,15
20140702,3,3,6,3,6,9,0
20140703,4,2,4,6,8,2,2
20140707,0,6,8,3,4,4,3
20140708,0,8,0,4,4,0,0
20140709,6,6,6,6,0,8,8
20140710,6,6,6,0,6,12,0
20140711,6,6,4,5,6,5,6
20140714,0,8,10,0,12,6,0
20140715,6,10,0,10,6,0,0
20140716,6,6,6,6,0,8,8
20140717,6,6,6,0,6,12,0
20140718,8,8,4,6,6,6,6
20140721,0,4,4,3,7,0,6
20140722,4,9,8,13,0,16,4
20140723,9,8,13,0,16,4,4
20140724,6,9,0,8,3,4,0
20140725,0,6,4,4,0,7,7
20140728,12,12,12,0,12,12,12
20140729,7,7,0,4,4,6,0
20140730,0,6,4,4,0,7,7
20140731,6,6,6,0,6,12,0
20140801,4,4,6,4,6,4,4
20140804,0,8,4,0,4,6,4
20140805,8,8,0,6,6,6,6
20140806,0,0,9,0,3,3,3
20140807,0,11,4,6,6,4,11
20140808,0,4,3,3,0,10,0
20140811,8,8,8,0,24,0,0
20140812,6,6,0,12,0,0,0
20140813,9,4,14,12,0,12,15
20140814,3,8,8,0,7,12,0
20140815,4,4,6,4,6,4,4
20140818,0,12,7,0,8,8,3
20140819,18,14,0,12,12,4,4
20140820,0,0,0,0,0,0,0
20140821,3,3,3,3,0,12,0
20140822,8,8,8,4,12,4,12
20140825,5,5,3,4,3,6,0
20140826,0,4,2,3,0,5,0
20140827,8,10,7,4,10,6,9
20140828,5,5,3,4,3,6,0
20140829,0,6,4,4,0,5,5
20140902,10,12,10,0,12,12,4
20140903,8,8,0,6,6,4,0
20140904,0,6,4,4,0,7,7
20140905,12,12,12,0,12,12,12
20140908,8,8,0,6,6,6,6
20140909,0,0,8,8,0,8,8
20140910,0,18,20,0,15,15,8
20140911,12,9,4,10,10,4,9
20140912,0,3,2,2,0,7,0
20140915,2,2,2,3,6,3,0
20140916,1,1,2,3,2,1,0
20140917,0,2,4,4,2,2,2
20140918,0,8,3,3,5,3,4
20140919,0,3,0,6,0,3,0
20140922,6,6,6,6,4,8,8
20140923,12,8,12,4,12,12,4
20140924,0,8,0,4,4,0,0
20140925,5,3,4,4,0,8,0
20140926,8,8,8,4,12,4,12
20140929,5,5,3,4,3,6,0
20140930,0,6,3,7,0,7,3
20141001,4,3,7,0,6,4,0
20141002,6,5,6,5,4,6,6
20141003,0,8,4,0,4,6,4
20141006,8,8,0,6,6,6,6
20141007,0,0,5,0,2,3,0
20141008,4,11,4,6,4,11,4
20141009,0,3,2,0,5,0,0
20141010,4,4,3,5,0,8,0
20141013,2,2,2,3,4,3,0
20141014,1,1,2,3,2,1,0
20141015,0,1,1,2,1,1,0
20141016,0,1,1,2,1,1,0
20141017,0,10,6,6,8,6,0
20141020,16,15,12,15,16,0,0
20141021,21,12,12,21,0,0,0
20141022,9,0,9,0,0,0,0
20141023,6,6,6,6,0,12,12
20141024,6,6,6,0,6,12,0
20141027,3,3,3,3,4,4,0
20141028,0,8,4,3,6,3,6
20141029,5,5,3,4,3,6,0
20141030,0,4,2,3,0,5,0
20141031,3,4,3,6,8,3,3
20141103,6,6,12,6,6,6,6
20141104,0,8,0,4,4,0,0
20141105,6,6,6,6,0,8,8
20141106,8,8,8,0,7,12,7
20141107,8,8,0,6,6,6,6
20141110,0,0,5,0,2,3,0
20141111,4,11,4,6,4,11,4
20141112,13,8,9,4,16,4,0
20141113,12,12,0,24,0,0,0
20141114,16,0,16,12,12,0,24
20141117,0,0,9,9,0,18,0
20141118,6,6,6,6,12,6,6
20141119,2,2,6,4,2,4,0
20141120,0,4,4,3,3,3,3
20141121,0,6,3,0,3,6,0
20141124,10,7,4,7,9,7,6
20141125,0,3,4,0,4,3,0
20141126,6,5,6,5,4,6,6
20141128,0,6,3,0,3,6,0
20141201,3,3,3,3,4,4,0
20141202,0,4,2,4,6,2,2
20141203,3,3,12,6,4,4,4
20141204,0,8,0,4,4,3,5
20141205,0,0,6,6,3,8,7
20141208,0,8,8,6,8,14,0
20141209,2,2,8,6,4,2,4
20141210,0,5,2,2,2,3,0
20141211,0,6,4,4,0,5,5
20141212,4,6,4,0,4,8,0
20141215,4,4,6,4,6,4,4
20141216,0,12,6,0,6,6,6
20141217,18,13,0,9,9,9,4
20141218,16,0,4,4,4,4,0
20141219,0,0,0,0,0,0,0
20141222,6,6,6,6,0,12,12
20141223,6,6,6,0,6,12,0
20141224,3,3,3,3,4,4,0
20141226,0,9,5,3,8,6,3
20141229,6,6,3,6,5,4,0
20141230,0,4,2,3,0,5,0
20141231,2,2,2,3,4,3,0
20150102,1,1,4,4,4,1,1
20150105,0,2,3,2,1,2,0
20150106,0,6,3,4,3,4,4
20150107,11,8,12,4,14,9,0
20150108,12,21,0,21,12,0,0
20150109,12,0,6,6,0,0,0
20150112,3,3,3,3,0,12,0
20150113,4,4,4,6,12,3,3
20150114,3,3,8,6,3,4,3
20150115,0,5,0,3,2,4,0
20150116,0,6,3,4,3,5,5
20150120,12,8,12,4,12,12,4
20150121,0,12,0,10,10,0,8
20150122,15,0,18,20,0,15,8
20150123,0,9,14,4,12,8,11
20150126,4,4,3,4,3,6,0
20150127,0,2,1,2,3,2,0
20150128,5,5,9,6,6,5,6
20150129,0,12,3,9,9,0,3
20150130,8,3,6,9,0,4,0
20150202,6,6,6,6,4,8,8
20150203,8,4,8,4,5,8,5
20150204,0,8,0,5,3,4,4
20150205,0,0,6,3,4,3,6
20150206,0,7,6,6,3,12,0
20150209,0,4,2,4,6,2,2
20150210,14,7,12,9,10,10,4
20150211,14,18,4,12,12,4,0
20150212,18,0,15,15,8,0,20
20150213,0,6,6,6,0,18,0
20150217,4,4,4,6,12,3,3
20150218,3,3,12,6,4,4,4
20150219,0,7,0,2,2,3,0
20150220,0,6,4,4,0,7,7
20150223,12,12,12,0,18,18,0
20150224,8,8,0,8,8,0,0
20150225,5,3,4,4,0,8,0
20150226,4,4,4,6,12,3,3
20150227,2,2,6,4,2,4,0
20150302,0,10,3,6,6,6,3
20150303,12,4,10,8,10,4,6
20150304,3,7,0,7,3,6,0
20150305,0,3,2,2,2,5,0
20150306,4,2,4,6,8,2,2
20150309,0,6,8,3,4,4,3
20150310,0,8,0,4,4,0,0
20150311,6,6,6,6,0,8,8
20150312,12,12,12,0,12,12,12
20150313,8,8,0,6,6,6,6
20150316,0,0,6,10,0,10,6
20150317,0,12,22,0,18,8,8
20150318,8,11,0,14,9,4,12
20150319,0,0,4,4,0,8,0
20150320,3,4,4,3,8,6,0
20150323,2,2,8,6,4,2,4
20150324,0,5,2,2,2,3,0
20150325,0,4,2,3,0,5,0
20150326,3,4,3,6,8,3,3
20150327,3,3,8,6,3,4,3
20150330,0,14,0,8,6,8,0
20150331,7,0,6,3,6,0,0
20150401,6,8,6,8,0,10,10
20150402,7,12,7,0,8,8,8
20150406,12,12,0,6,6,6,6
20150407,0,0,0,0,0,0,0
20150408,6,6,6,6,0,12,12
20150409,12,12,12,0,12,12,12
20150410,10,10,0,6,8,6,8
20150413,0,0,0,6,0,6,0
20150414,3,3,6,3,6,9,0
20150415,8,3,8,6,8,3,8
20150416,0,5,2,2,2,3,0
20150417,0,4,2,3,0,5,0
20150420,8,9,8,4,12,9,4
20150421,6,6,3,6,5,4,0
20150422,0,6,6,6,0,6,6
20150423,6,12,9,0,8,9,8
20150424,5,5,0,4,4,6,0
20150427,0,4,6,3,3,7,3
20150428,3,7,3,3,6,4,0
20150429,0,6,4,4,0,5,5
20150430,4,6,4,0,4,8,0
20150501,8,8,4,6,6,6,6
20150504,0,4,3,6,9,0,8
20150505,3,3,9,9,0,12,0
20150506,6,6,5,6,9,5,5
20150507,3,3,12,6,4,4,4
20150508,0,12,0,3,3,3,3
20150511,0,0,0,0,0,0,0
20150512,6,6,6,6,0,12,12
20150513,12,12,12,0,12,12,12
20150514,12,12,0,6,6,6,6
20150515,0,0,0,0,0,0,0
20150518,4,9,9,9,0,13,18
20150519,6,6,6,0,6,12,0
20150520,4,4,6,4,6,4,4
20150521,0,12,6,0,6,6,6
20150522,10,10,0,6,8,6,8
20150526,0,0,0,6,0,6,0
20150527,6,6,8,6,8,9,9
20150528,6,3,6,3,4,8,0
20150529,0,3,2,2,2,3,0
20150601,0,4,2,4,6,2,2
20150602,3,3,8,6,3,4,3
20150603,0,8,0,5,3,4,4
20150604,0,0,5,0,2,3,0
20150605,6,6,6,6,4,8,8
20150608,0,6,3,0,3,6,0
20150609,8,8,4,6,6,6,6
20150610,0,8,6,0,14,0,0
20150611,6,6,0,12,0,0,0
20150612,6,3,6,3,0,10,0
20150615,4,4,4,6,12,3,3
20150616,3,3,12,6,4,4,4
20150617,0,8,0,4,4,3,5
20150618,10,0,12,12,4,10,12
20150619,0,10,10,0,8,12,0
20150622,4,4,6,4,6,4,4
20150623,0,6,3,0,3,6,0
20150624,6,6,4,5,6,5,6
20150625,0,3,4,0,4,3,0
20150626,4,4,3,4,3,6,0
20150629,0,2,1,2,3,2,0
20150630,2,2,8,6,4,2,4
20150701,0,16,6,6,10,6,0
20150702,16,8,12,16,12,0,16
20150706,6,6,10,6,0,16,0
20150707,4,4,4,6,12,3,3
20150708,2,2,6,4,2,4,0
20150709,0,4,4,3,3,3,3
20150710,0,12,6,0,6,6,6
20150713,16,16,0,12,16,12,8
20150714,16,4,9,12,9,8,10
20150715,4,9,12,9,8,10,16
20150716,12,4,12,4,8,8,8
20150717,0,8,0,4,4,3,5
20150720,0,0,6,6,0,12,0
20150721,0,6,6,0,12,0,0
20150722,4,4,3,5,0,8,0
20150723,3,4,3,6,8,3,3
20150724,3,3,8,6,3,4,3
20150727,0,6,0,4,4,4,4
20150728,0,0,8,6,3,8,3
20150729,0,13,8,4,16,4,9
20150730,0,3,0,6,0,3,0
20150731,4,3,5,3,3,8,0
20150803,2,2,2,4,4,2,0
20150804,0,1,1,2,1,1,0
20150805,0,2,4,4,2,2,2
20150806,0,8,3,3,5,3,4
20150807,0,4,0,10,0,3,3
20150810,8,0,24,0,8,8,0
20150811,0,12,0,6,6,0,0
20150812,6,6,6,6,0,8,8
20150813,8,8,8,0,7,12,7
20150814,8,8,0,6,6,6,6
20150817,0,0,9,0,3,3,3
20150818,0,10,0,3,3,4,0
20150819,0,3,2,2,0,7,0
20150820,2,2,2,3,6,3,0
20150821,1,1,2,3,2,1,0
20150824,0,1,2,3,2,1,1
20150825,0,3,6,3,2,2,2
20150826,13,18,4,9,9,9,0
20150827,20,0,8,15,15,0,18
20150828,0,4,12,12,4,18,14
20150831,3,4,4,3,8,6,0
20150901,1,1,2,3,2,1,0
20150902,0,2,4,4,2,2,2
20150903,0,5,2,2,2,3,0
20150904,0,6,4,4,0,5,5
20150908,10,12,10,0,12,12,4
20150909,8,8,0,6,6,4,0
20150910,0,4,6,6,0,8,8
20150911,4,12,12,0,10,12,10
20150914,6,6,0,5,6,6,5
20150915,0,0,5,6,4,6,5
20150916,0,6,8,6,6,10,0
20150917,0,1,1,2,1,1,0
20150918,0,1,2,3,2,1,1
20150921,0,3,6,3,2,2,2
20150922,0,7,0,2,2,3,0
20150923,0,6,4,4,0,7,7
20150924,9,10,10,0,9,14,10
20150925,5,5,0,4,4,6,0
20150928,0,3,2,2,2,5,0
20150929,2,2,2,4,4,2,0
20150930,0,2,4,4,2,2,2
20151001,0,8,3,3,5,3,4
20151002,0,4,0,10,0,3,3
20151005,4,0,14,0,12,4,12
20151006,0,12,0,14,4,9,9
20151007,0,0,5,0,2,3,0
20151008,3,5,3,4,3,8,0
20151009,0,8,4,3,6,3,6
20151012,5,5,3,4,3,6,0
20151013,0,6,4,4,0,5,5
20151014,4,6,4,0,4,8,0
20151015,6,6,4,5,6,5,6
20151016,0,3,4,0,4,3,0
20151019,6,7,9,7,4,7,10
20151020,9,12,9,4,10,10,4
20151021,8,8,0,6,6,4,0
20151022,0,4,6,6,0,8,8
20151023,8,15,18,0,18,15,8
20151026,8,8,0,6,6,4,0
20151027,0,6,4,4,0,7,7
20151028,12,12,12,0,12,12,12
20151029,8,8,0,6,6,6,6
20151030,0,0,4,4,0,8,0
20151102,6,6,6,6,12,6,6
20151103,3,3,8,6,3,4,3
20151104,0,5,0,3,2,4,0
20151105,0,3,2,2,2,5,0
20151106,8,3,8,6,8,3,8
20151109,0,6,3,4,4,3,4
20151110,0,3,4,5,0,6,0
20151111,6,6,5,6,9,5,5
20151112,3,3,12,6,4,4,4
20151113,0,7,0,2,2,3,0
20151116,0,4,6,6,0,8,8
20151117,4,12,12,0,10,12,10
20151118,12,12,0,10,12,10,4
20151119,12,0,10,12,10,4,12
20151120,0,7,6,6,3,12,0
20151123,0,2,1,2,3,2,0
20151124,1,1,4,4,4,1,1
20151125,0,2,3,2,1,2,0
20151127,0,4,4,3,3,3,3
20151130,0,12,7,0,8,8,3
20151201,8,8,0,6,6,4,0
20151202,0,3,2,2,0,7,0
20151203,2,2,2,3,6,3,0
20151204,10,6,9,8,10,7,4
20151207,0,6,2,4,4,0,0
20151208,5,6,6,5,0,6,6
20151209,4,6,4,0,4,8,0
20151210,4,4,6,4,6,4,4
20151211,0,6,3,0,3,6,0
20151214,4,4,6,4,6,4,4
20151215,0,6,3,0,3,6,0
20151216,8,8,4,6,6,6,6
20151217,0,3,2,0,5,0,0
20151218,4,4,3,5,0,8,0
20151221,5,8,5,4,8,4,8
20151222,8,8,4,6,6,6,6
20151223,0,4,0,10,0,3,3
20151224,3,0,10,0,3,4,0
20151228,3,5,3,4,3,8,0
20151229,0,8,4,3,6,3,6
20151230,5,5,3,4,3,6,0
20151231,0,4,2,3,0,5,0
20160104,5,8,5,4,8,4,8
20160105,5,5,3,4,3,6,0
20160106,0,6,4,4,0,5,5
20160107,4,6,4,0,4,8,0
20160108,8,8,4,6,6,6,6
20160111,0,8,6,0,14,0,0
20160112,12,12,0,24,16,0,16
20160113,9,0,9,12,0,12,0
20160114,6,6,8,6,8,9,9
20160115,6,3,6,3,4,8,0
20160119,0,4,4,3,3,3,3
20160120,0,12,6,0,6,6,6
20160121,8,8,0,6,6,6,6
20160122,0,0,6,6,0,12,0
20160125,0,6,6,0,12,0,0
20160126,6,6,6,6,0,8,8
20160127,4,6,4,0,4,8,0
20160128,4,4,6,4,6,4,4
20160129,0,12,6,0,6,6,6
20160201,7,7,0,4,4,6,0
20160202,0,3,2,2,0,7,0
20160203,9,10,10,4,14,7,12
20160204,8,8,4,6,6,6,6
20160205,0,3,0,6,0,3,0
20160208,6,6,6,6,4,8,8
20160209,8,4,8,4,5,8,5
20160210,0,5,0,3,2,4,0
20160211,0,6,3,4,3,5,5
20160212,12,7,14,4,10,10,9
20160216,0,18,0,6,6,6,0
20160217,22,0,8,8,18,0,12
20160218,0,0,0,12,0,12,0
20160219,6,6,8,6,8,9,9
20160222,12,4,12,4,8,8,8
20160223,0,7,0,2,2,3,0
20160224,0,4,6,6,0,8,8
20160225,4,12,12,0,10,12,10
20160226,6,6,0,5,6,6,5
